ActivityId,AdvertisedTrainIdent,AdvertisedTimeAtLocation,EstimatedTimeAtLocation,TimeAtLocation,DelayMinutes,DelayStatus,IsCanceled,IsReplaced,DeviationDescription,FromLocation,TrackAtLocation,ProductDescription,OperationalTrainNumber,LastUpdated,DataFreshness
1500adde-8c5d-35ca-08de-0f69c203f246,484,2025-11-04T12:35:00.000+01:00,,2025-11-04T12:28:00.000+01:00,-7,EARLY,False,False,,Mc,12,SJ Snabbtåg,484,2025-11-04T12:36:22.167338,ARRIVED
1500adde-8c5d-35ca-08de-0f69b71975cd,359,2025-11-04T12:40:00.000+01:00,2025-11-04T12:43:00.000+01:00,,3,DELAYED,False,False,,Ksc,8,SJ Regional,20359,2025-11-04T12:36:22.167338,IMMINENT
1500adde-8c5d-35ca-08de-0f69c1075b8a,427,2025-11-04T12:40:00.000+01:00,2025-11-04T13:20:00.000+01:00,,40,DELAYED,False,False,Elfel,Cst,3,SJ Snabbtåg,427,2025-11-04T12:36:22.167338,IMMINENT
1500adde-8c5d-35ca-08de-0f69aaa0ec70,3048,2025-11-04T12:45:00.000+01:00,,,,NO_ESTIMATE,False,False,,Kb,16,Västtågen,3048,2025-11-04T12:36:22.167338,IMMINENT
1500adde-8c5d-35ca-08de-0f696e4c0ed4,20148,2025-11-04T12:55:00.000+01:00,,,,NO_ESTIMATE,False,False,,Vbc,15,Öresundståg,20148,2025-11-04T12:36:22.167338,IMMINENT
1500adde-8c5d-35ca-08de-0f69b8c260ab,3647,2025-11-04T12:55:00.000+01:00,,,,NO_ESTIMATE,False,False,,Än,10,Västtågen,3647,2025-11-04T12:36:22.167338,IMMINENT
1500adde-8c5d-35ca-08de-0f69c740d999,63545,2025-11-04T12:57:00.000+01:00,,,,NO_ESTIMATE,False,True,Buss 22R,Lr,x,Västtågen,,2025-11-04T12:36:22.167338,IMMINENT
1500adde-8c5d-35ca-08de-0f69af403aa7,3245,2025-11-04T13:00:00.000+01:00,,,,NO_ESTIMATE,False,False,,Vg,11,Västtågen,3245,2025-11-04T12:36:22.167338,IMMINENT
1500adde-8c5d-35ca-08de-0f69cd1c4d32,73545,2025-11-04T13:07:00.000+01:00,,,,NO_ESTIMATE,False,True,Buss 22S,Lr,x,Västtågen,,2025-11-04T12:36:22.167338,UPCOMING
1500adde-8c5d-35ca-08de-0f69aab4dbb7,3050,2025-11-04T13:15:00.000+01:00,,,,NO_ESTIMATE,False,False,,Kb,13,Västtågen,3050,2025-11-04T12:36:22.167338,UPCOMING
1500adde-8c5d-35ca-08de-0f69bb6f1462,3747,2025-11-04T13:20:00.000+01:00,,,,NO_ESTIMATE,False,False,,Uv,9,Västtågen,3747,2025-11-04T12:36:22.167338,UPCOMING
1500adde-8c5d-35ca-08de-0f692d921923,1042,2025-11-04T13:20:00.000+01:00,,,,NO_ESTIMATE,False,False,,Dk.kh,16,Öresundståg,11042,2025-11-04T12:36:22.167338,UPCOMING
1500adde-8c5d-35ca-08de-0f69b8d80348,3649,2025-11-04T13:25:00.000+01:00,,,,NO_ESTIMATE,False,False,,Än,10,Västtågen,3649,2025-11-04T12:36:22.167338,UPCOMING
1500adde-8c5d-35ca-08de-0f69b56314c8,3547,2025-11-04T13:25:00.000+01:00,,,,NO_ESTIMATE,False,False,,A,1,Västtågen,3547,2025-11-04T12:36:22.167338,UPCOMING
1500adde-8c5d-35ca-08de-0f69cd06d7d9,7350,2025-11-04T13:25:00.000+01:00,,,,NO_ESTIMATE,False,False,,Bsc,5,Västtågen,7350,2025-11-04T12:36:22.167338,UPCOMING
1500adde-8c5d-35ca-08de-0f69ac828437,3102,2025-11-04T13:30:00.000+01:00,,,,NO_ESTIMATE,False,False,,Kb,15,Västtågen,3102,2025-11-04T12:36:22.167338,UPCOMING
1500adde-8c5d-35ca-08de-0f69554bfe95,165,2025-11-04T13:30:00.000+01:00,,,,NO_ESTIMATE,False,False,,Cst,6,SJ Regional,165,2025-11-04T12:36:22.167338,UPCOMING
1500adde-8c5d-35ca-08de-0f69c1134745,429,2025-11-04T13:40:00.000+01:00,2025-11-04T14:15:00.000+01:00,,35,DELAYED,False,False,Elfel,Cst,4,SJ Snabbtåg,429,2025-11-04T12:36:22.167338,UPCOMING
1500adde-8c5d-35ca-08de-0f69aac79ac4,3052,2025-11-04T13:45:00.000+01:00,,,,NO_ESTIMATE,False,False,,Kb,16,Västtågen,3052,2025-11-04T12:36:22.167338,UPCOMING
1500adde-8c5d-35ca-08de-0f69c0033425,387,2025-11-04T13:45:00.000+01:00,,,,NO_ESTIMATE,False,False,,No.osl,7,Vy Snabbtåg,387,2025-11-04T12:36:22.167338,UPCOMING
1500adde-8c5d-35ca-08de-0f69b0da4c18,332,2025-11-04T13:55:00.000+01:00,,,,NO_ESTIMATE,False,False,,Kac,12,SJ Regional,10332,2025-11-04T12:36:22.167338,UPCOMING
1500adde-8c5d-35ca-08de-0f69b8eb2c03,3651,2025-11-04T13:55:00.000+01:00,,,,NO_ESTIMATE,False,False,,Än,10,Västtågen,3651,2025-11-04T12:36:22.167338,UPCOMING
1500adde-8c5d-35ca-08de-0f69c7433bc1,63549,2025-11-04T13:57:00.000+01:00,,,,NO_ESTIMATE,False,True,Buss 22R,Lr,x,Västtågen,,2025-11-04T12:36:22.167338,UPCOMING
1500adde-8c5d-35ca-08de-0f69ac978b34,3104,2025-11-04T14:00:00.000+01:00,,,,NO_ESTIMATE,False,False,,Kb,15,Västtågen,3104,2025-11-04T12:36:22.167338,UPCOMING
1500adde-8c5d-35ca-08de-0f69af63fdfe,3249,2025-11-04T14:00:00.000+01:00,,,,NO_ESTIMATE,False,False,,Vg,8,Västtågen,3249,2025-11-04T12:36:22.167338,UPCOMING
1500adde-8c5d-35ca-08de-0f69cd1eaf6c,73549,2025-11-04T14:07:00.000+01:00,,,,NO_ESTIMATE,False,True,Buss 22S,Lr,x,Västtågen,,2025-11-04T12:36:22.167338,UPCOMING
1500adde-8c5d-35ca-08de-0f69aadaadb2,3054,2025-11-04T14:15:00.000+01:00,,,,NO_ESTIMATE,False,False,,Kb,13,Västtågen,3054,2025-11-04T12:36:22.167338,UPCOMING
