id,page,track,sub,x0,x1,y,arrival_train,departure_train,arrival_time,departure_time,vehicle_count,bar_color,continues_from_prev,continues_to_next,stitched_from
66,3,8,2,45.8,100.9,272.5,,3624,06:02,06:16,1,"0.800,0.600,1.000",False,False,
67,3,8,2,192.6,247.6,272.5,13721,,06:46,07:00,1,"1.000,0.600,0.800",False,False,
68,3,8,2,357.4,485.8,272.5,3223,,07:32,08:07,1,"1.000,0.600,0.800",False,False,
69,3,8,2,522.2,577.2,272.5,13277,3234,08:20,08:32,1,"1.000,0.600,0.800",False,False,
70,3,8,2,621.1,339.1,272.5,419,489,08:47,10:25,1,"0.000,1.000,1.000",False,False,170
71,3,9,1,467.4,522.4,290.4,3225,,08:04,08:18,2,"1.000,0.600,0.800",False,False,
72,3,9,2,613.8,650.5,299.6,13679,3634,08:43,08:55,1,"0.800,0.600,1.000",False,False,
73,3,10,2,119.3,156.0,326.8,3621,13674,06:23,06:35,1,"0.800,0.600,1.000",False,False,
74,3,10,2,174.1,210.8,326.8,13671,3626,06:37,06:49,1,"0.800,0.600,1.000",False,False,
75,3,10,2,229.2,265.7,326.8,3623,13676,06:54,07:06,1,"0.800,0.600,1.000",False,False,
76,3,10,2,284.0,320.9,326.8,13673,3628,07:09,07:21,1,"0.800,0.600,1.000",False,False,
77,3,10,2,339.0,375.7,326.8,3625,13678,07:26,07:38,1,"0.800,0.600,1.000",False,False,
78,3,10,2,394.1,430.8,326.8,13675,3630,07:40,07:52,1,"0.800,0.600,1.000",False,False,
79,3,10,2,448.9,485.8,326.8,3627,13680,07:57,08:09,1,"0.800,0.600,1.000",False,False,
80,3,10,2,503.8,540.6,326.8,13677,3632,08:11,08:23,1,"0.800,0.600,1.000",False,False,
81,3,10,2,559.0,613.9,326.8,3629,,08:30,08:44,1,"0.800,0.600,1.000",False,False,
82,3,10,2,668.9,100.9,326.8,3631,3636,09:01,09:16,1,"0.800,0.600,1.000",False,False,178
83,3,11,2,137.4,247.6,353.9,3219,3228,06:30,06:58,1,"1.000,0.600,0.800",False,False,
84,3,11,2,503.8,559.1,353.9,7330,,08:14,08:28,1,"0.600,0.800,1.000",False,False,
85,3,11,2,595.6,119.4,353.9,480,487,08:40,09:22,1,"0.000,1.000,1.000",False,False,185
86,3,12,1,577.1,632.4,371.9,3227,,08:35,08:49,1,"1.000,0.600,0.800",False,False,
87,3,12,2,137.4,192.7,381.1,,13726,06:28,06:42,1,"1.000,0.400,0.000",False,False,
88,3,12,2,247.4,357.5,381.1,3221,3230,07:01,07:29,1,"1.000,0.600,0.800",False,False,
89,3,12,2,412.3,687.2,381.1,13795,3236,07:48,09:03,1,"1.000,0.600,0.800",False,False,
90,3,13,1,82.6,137.5,399.0,3022,3177,06:14,06:27,1,"0.733,0.710,0.616",False,False,
91,3,13,1,302.3,375.7,399.0,13273,7331,07:17,07:35,1,"0.600,0.800,1.000",False,False,
92,3,13,1,522.2,577.2,399.0,3030,3185,08:19,08:32,1,"0.733,0.710,0.616",False,False,
93,3,13,1,632.3,687.2,399.0,3032,3187,08:51,09:03,1,"0.733,0.710,0.616",False,False,
94,3,13,2,64.1,137.5,408.0,,3177,06:07,06:27,1,"0.733,0.710,0.616",False,False,
95,3,13,2,210.7,284.2,408.0,13124,13129,06:51,07:08,1,"0.733,0.710,0.616",False,False,
96,3,13,2,302.3,394.2,408.0,13273,,07:17,07:41,1,"1.000,0.600,0.800",False,False,
97,3,13,2,430.7,503.9,408.0,13128,13133,07:54,08:11,1,"0.733,0.710,0.616",False,False,
98,3,13,2,522.2,595.7,408.0,3030,83030,08:19,08:37,1,"0.733,0.710,0.616",False,False,
99,3,13,2,632.3,82.7,408.0,3032,3037,08:51,09:11,1,"0.733,0.710,0.616",False,False,192
100,3,14,0,467.4,522.4,417.2,3180,,08:04,08:18,2,"0.733,0.710,0.616",False,False,
101,3,14,1,45.8,100.9,426.2,20150,,06:04,06:18,1,"0.800,1.000,0.800",False,False,
102,3,14,1,155.9,229.3,426.2,20152,11047,06:35,06:53,2,"0.800,1.000,0.800",False,False,
103,3,14,1,265.6,320.9,426.2,29154,,07:07,07:20,1,"0.800,1.000,0.800",False,False,
104,3,14,1,375.6,449.0,426.2,20156,11055,07:38,07:55,2,"0.800,1.000,0.800",False,False,
105,3,14,1,613.8,669.0,426.2,20158,11063,08:45,08:58,2,"0.800,1.000,0.800",False,False,
106,3,14,2,45.8,119.4,435.1,20150,20153,06:04,06:21,1,"0.800,1.000,0.800",False,False,
107,3,14,2,265.6,339.1,435.1,29154,20155,07:07,07:24,1,"0.800,1.000,0.800",False,False,
108,3,14,2,467.4,522.4,435.1,,,08:02,08:18,1,"0.733,0.710,0.616",False,False,
109,3,15,1,192.6,247.6,453.4,3024,3179,06:45,06:58,2,"0.733,0.710,0.616",False,False,
110,3,15,2,302.3,357.5,462.3,3026,3181,07:17,07:29,2,"0.733,0.710,0.616",False,False,
111,3,15,2,412.3,467.5,462.3,3028,3183,07:48,08:01,1,"0.733,0.710,0.616",False,False,
112,3,15,2,668.9,46.0,462.3,7332,7337,09:00,09:02,1,"0.600,0.800,1.000",False,False,201
113,3,15,3,100.8,156.0,471.5,,7327,06:18,06:32,1,"0.600,0.800,1.000",False,False,
114,3,15,3,174.1,247.6,471.5,7324,3179,06:40,06:58,1,"0.733,0.710,0.616",False,False,
115,3,15,3,412.3,522.4,471.5,3028,3033,07:48,08:16,1,"0.733,0.710,0.616",False,False,
116,3,15,3,650.4,64.2,471.5,13132,13137,08:56,09:07,1,"0.733,0.710,0.616",False,False,203
117,3,16,1,34.8,82.7,489.5,,3025,05:59,06:11,2,"0.733,0.710,0.616",False,False,
118,3,16,2,137.4,192.7,498.7,3174,3027,06:30,06:42,1,"0.733,0.710,0.616",False,False,
119,3,16,2,247.4,302.4,498.7,3176,3029,07:01,07:14,2,"0.733,0.710,0.616",False,False,
120,3,16,2,357.4,412.4,498.7,3178,3031,07:32,07:45,2,"0.733,0.710,0.616",False,False,
121,3,16,2,485.6,540.6,498.7,11002,,08:09,08:23,1,"0.800,1.000,0.800",False,False,
122,3,16,2,577.1,632.4,498.7,3182,3035,08:35,08:48,2,"0.733,0.710,0.616",False,False,
123,3,16,3,485.6,559.1,507.6,11002,20157,08:09,08:26,1,"0.800,1.000,0.800",False,False,
124,3,16,3,687.1,82.7,507.6,3184,,09:06,09:13,1,"0.733,0.710,0.616",False,False,206
125,4,1,2,163.2,331.7,64.2,3531,3540,09:37,10:22,2,"1.000,0.949,0.584",False,False,
126,4,1,2,382.9,551.8,64.2,3535,3544,10:40,11:25,2,"1.000,0.949,0.584",False,False,
127,4,1,2,602.9,112.0,64.2,3539,3548,11:42,12:19,2,"1.000,0.949,0.584",False,False,211
128,4,2,3,97.2,181.6,109.6,3533,3538,09:18,09:39,1,"1.000,0.949,0.584",False,False,
129,4,2,3,316.9,401.5,109.6,3537,3542,10:21,10:42,1,"1.000,0.949,0.584",False,False,
130,4,2,3,536.9,621.2,109.6,3541,3546,11:24,11:45,1,"1.000,0.949,0.584",False,False,
131,4,3,2,181.4,533.3,136.7,421,432,09:42,11:20,1,"0.000,1.000,1.000",False,False,
132,4,3,2,621.1,313.6,136.7,425,436,11:47,13:17,1,"0.000,1.000,1.000",False,False,219
133,4,4,2,130.1,368.4,163.8,2019,2032,09:28,10:33,1,"0.984,0.769,0.192",False,False,
134,4,4,2,401.4,93.6,163.8,423,434,10:45,12:15,1,"0.000,1.000,1.000",False,False,222
135,4,6,2,111.8,383.0,218.2,157,174,09:22,10:37,1,"0.000,1.000,1.000",False,False,
136,4,6,2,547.8,603.0,218.2,,3446,11:25,11:39,1,"1.000,0.800,0.600",False,False,
137,4,7,1,551.6,606.6,236.0,23441,,11:28,11:42,1,"1.000,0.800,0.600",False,False,
138,4,7,2,192.6,302.4,245.3,383,386,09:45,10:14,1,"0.396,0.478,0.529",False,False,
139,4,7,2,331.6,163.3,245.3,159,178,10:25,12:34,1,"0.000,1.000,1.000",False,False,231
140,4,8,1,82.6,137.5,263.3,13681,,09:14,09:28,1,"0.800,0.600,1.000",False,False,
141,4,8,2,394.1,522.4,272.5,20355,20360,10:43,11:16,1,"0.000,1.000,1.000",False,False,
142,4,8,2,632.3,82.7,272.5,385,388,11:50,12:12,1,"0.396,0.478,0.529",False,False,236
143,4,9,1,64.1,119.4,290.4,23631,,09:09,09:23,2,"1.000,0.400,0.000",False,False,
144,4,9,1,247.4,357.5,290.4,3233,3242,10:01,10:29,1,"1.000,0.600,0.800",False,False,
145,4,9,2,155.9,412.4,299.6,13303,13304,09:35,10:45,1,"0.627,0.729,0.686",False,False,
146,4,9,2,467.4,577.2,299.6,3237,3246,11:04,11:32,1,"1.000,0.600,0.800",False,False,
147,4,9,2,687.1,137.5,299.6,3241,3250,12:06,12:27,1,"1.000,0.600,0.800",False,False,239
148,4,10,2,119.3,210.8,326.8,3633,3638,09:25,09:48,1,"0.800,0.600,1.000",False,False,
149,4,10,2,229.2,320.9,326.8,3635,3640,09:56,10:19,1,"0.800,0.600,1.000",False,False,
150,4,10,2,339.0,430.8,326.8,3637,3642,10:27,10:50,1,"0.800,0.600,1.000",False,False,
151,4,10,2,448.9,540.6,326.8,3639,3644,10:58,11:22,1,"0.800,0.600,1.000",False,False,
152,4,10,2,559.0,650.5,326.8,3641,3646,11:30,11:53,1,"0.800,0.600,1.000",False,False,
153,4,10,2,668.9,100.9,326.8,3643,3648,12:01,12:16,1,"0.800,0.600,1.000",False,False,243
154,4,11,2,137.4,247.6,353.9,3231,3240,09:30,09:58,1,"1.000,0.600,0.800",False,False,
155,4,11,2,412.3,503.9,353.9,13739,13742,10:48,11:11,1,"1.000,0.600,0.800",False,False,
156,4,12,2,64.1,265.7,381.1,320,,09:09,10:05,1,"0.000,1.000,1.000",False,False,
157,4,12,2,284.0,339.1,381.1,7336,,10:12,10:26,1,"0.600,0.800,1.000",False,False,
158,4,12,2,357.4,467.5,381.1,3235,3244,10:32,11:01,1,"1.000,0.600,0.800",False,False,
159,4,12,2,577.1,687.2,381.1,3239,3248,11:35,12:03,1,"1.000,0.600,0.800",False,False,
160,4,13,2,137.4,192.7,408.0,3186,3039,09:30,09:42,1,"0.733,0.710,0.616",False,False,
161,4,13,2,210.7,302.4,408.0,13136,3041,09:51,10:14,1,"0.733,0.710,0.616",False,False,
162,4,13,2,357.4,412.4,408.0,,3043,10:31,10:45,1,"0.733,0.710,0.616",False,False,
163,4,13,2,430.7,503.9,408.0,13140,13145,10:54,11:11,1,"0.733,0.710,0.616",False,False,
164,4,13,2,632.3,82.7,408.0,3044,3049,11:51,12:11,1,"0.733,0.710,0.616",False,False,261
165,4,14,1,45.8,229.3,426.2,11010,11071,09:04,09:53,2,"0.800,1.000,0.800",False,False,
166,4,14,1,265.6,449.0,426.2,11018,11079,10:07,10:55,2,"0.800,1.000,0.800",False,False,
167,4,14,1,485.6,669.0,426.2,11026,11087,11:09,11:58,2,"0.800,1.000,0.800",False,False,
168,4,15,2,192.6,247.6,462.3,3036,,09:45,10:00,2,"0.733,0.710,0.616",False,False,
169,4,15,3,82.6,137.5,471.5,3034,3189,09:14,09:27,1,"0.733,0.710,0.616",False,False,
170,4,15,3,302.3,522.4,471.5,3038,,10:17,11:18,1,"0.733,0.710,0.616",False,False,
171,4,16,3,174.1,229.3,507.6,20160,,09:41,09:54,1,"0.800,1.000,0.800",False,False,
172,4,16,3,247.4,302.4,507.6,3188,,10:01,10:15,1,"0.733,0.710,0.616",False,False,
173,4,16,3,412.3,467.5,507.6,3040,,10:48,11:02,1,"0.733,0.710,0.616",False,False,
174,4,16,3,522.2,632.4,507.6,3042,3047,11:19,11:48,1,"0.733,0.710,0.616",False,False,
175,5,1,2,163.2,331.7,64.2,3543,3552,12:37,13:22,2,"1.000,0.949,0.584",False,False,
176,5,1,2,503.8,551.8,64.2,64705,3556,14:13,14:25,2,"1.000,0.949,0.584",False,False,
177,5,1,2,602.9,112.0,64.2,3551,3560,14:42,15:19,2,"1.000,0.949,0.584",False,False,280
178,5,2,3,97.2,181.6,109.6,3545,3550,12:18,12:39,1,"1.000,0.949,0.584",False,False,
179,5,2,3,316.9,401.5,109.6,3549,3554,13:21,13:42,1,"1.000,0.949,0.584",False,False,
180,5,2,3,536.9,621.2,109.6,3553,3558,14:24,14:45,1,"1.000,0.949,0.584",False,False,
181,5,3,1,577.1,687.2,127.7,3251,3260,14:35,15:03,1,"1.000,0.600,0.800",False,False,
182,5,3,2,401.4,93.6,136.7,429,440,13:45,15:15,1,"0.000,1.000,1.000",False,False,289
183,5,4,1,595.6,163.3,154.9,,184,14:39,15:34,2,"0.000,1.000,1.000",False,False,292
184,5,4,2,181.4,533.3,163.8,427,438,12:42,14:20,1,"0.000,1.000,1.000",False,False,
185,5,4,2,551.6,705.7,163.8,167,184,14:27,,1,"0.000,1.000,1.000",False,True,
186,5,5,1,331.6,603.0,182.0,165,182,13:25,14:40,1,"0.000,1.000,1.000",False,False,
187,5,6,1,247.4,357.5,208.9,3245,3254,13:01,13:29,1,"1.000,0.600,0.800",False,False,
188,5,6,2,111.8,383.0,218.2,163,180,12:22,13:37,1,"0.000,1.000,1.000",False,False,
189,5,6,2,467.4,522.4,218.2,3249,64958,14:04,14:16,1,"1.000,0.600,0.800",False,False,
190,5,6,2,687.1,82.7,218.2,3253,,15:06,15:13,1,"1.000,0.600,0.800",False,False,296
191,5,7,1,613.8,82.7,236.0,20363,20368,14:46,15:11,1,"0.000,1.000,1.000",False,False,301
192,5,7,2,229.2,284.2,245.3,64681,13750,12:56,13:09,1,"1.000,0.400,0.000",False,False,
193,5,7,2,350.0,405.0,245.3,2027,,13:31,13:44,1,"0.984,0.769,0.192",False,False,
194,5,7,2,467.4,148.7,245.3,,2042,14:02,15:30,1,"0.984,0.769,0.192",False,False,304
195,5,8,1,382.9,577.2,263.3,3547,3258,13:40,14:32,2,"1.000,0.600,0.800",False,False,
196,5,8,2,137.4,247.6,272.5,3243,3252,12:30,12:58,1,"1.000,0.600,0.800",False,False,
197,5,8,2,632.3,687.2,272.5,13755,,14:51,15:05,1,"1.000,0.600,0.800",False,False,
198,5,9,2,174.1,302.4,299.6,20359,20364,12:41,13:13,1,"0.000,1.000,1.000",False,False,
199,5,9,2,412.3,522.4,299.6,387,390,13:48,14:17,1,"0.396,0.478,0.529",False,False,
200,5,9,2,540.5,632.4,299.6,93758,13758,14:25,14:47,1,"1.000,0.400,0.000",False,False,
201,5,10,2,119.3,210.8,326.8,3645,3650,12:25,12:48,1,"0.800,0.600,1.000",False,False,
202,5,10,2,229.2,320.9,326.8,3647,3652,12:56,13:19,1,"0.800,0.600,1.000",False,False,
203,5,10,2,339.0,430.8,326.8,3649,3654,13:27,13:50,1,"0.800,0.600,1.000",False,False,
204,5,10,2,448.9,540.6,326.8,3651,3656,13:58,14:22,1,"0.800,0.600,1.000",False,False,
205,5,10,2,559.0,650.5,326.8,3653,3658,14:30,14:53,1,"0.800,0.600,1.000",False,False,
206,5,10,2,668.9,46.0,326.8,3655,13608,15:00,15:02,1,"0.800,0.600,1.000",False,False,317
207,5,11,1,192.6,247.6,344.8,13897,,12:46,13:00,2,"1.000,0.400,0.000",False,False,
208,5,11,1,632.3,687.2,344.8,3056,3111,14:51,15:03,1,"0.733,0.710,0.616",False,False,
209,5,11,2,357.4,412.4,353.9,,13098,13:31,13:45,1,"0.627,0.729,0.686",False,False,
210,5,11,2,448.9,577.2,353.9,10332,,13:59,14:33,1,"0.000,1.000,1.000",False,False,
211,5,11,2,613.8,687.2,353.9,,3111,14:44,15:03,1,"0.733,0.710,0.616",False,False,
212,5,12,2,64.1,119.4,381.1,13305,,12:09,12:23,1,"0.627,0.729,0.686",False,False,
213,5,12,2,155.9,339.1,381.1,484,491,12:35,13:25,1,"0.000,1.000,1.000",False,False,
214,5,12,2,357.4,467.5,381.1,3247,3256,13:32,14:01,1,"1.000,0.600,0.800",False,False,
215,5,12,2,650.4,64.2,381.1,13156,13161,14:56,15:07,1,"0.733,0.710,0.616",False,False,334
216,5,13,1,522.2,577.2,399.0,3054,3109,14:19,14:32,1,"0.733,0.710,0.616",False,False,
217,5,13,1,687.1,82.7,399.0,,3061,15:05,15:11,2,"0.733,0.710,0.616",False,False,337
218,5,13,2,192.6,247.6,408.0,,3103,12:44,12:58,1,"0.733,0.710,0.616",False,False,
219,5,13,2,339.0,430.8,408.0,7350,7355,13:27,13:50,1,"0.600,0.800,1.000",False,False,
220,5,13,2,485.6,577.2,408.0,83109,3109,14:09,14:32,1,"0.733,0.710,0.616",False,False,
221,5,14,1,45.8,229.3,426.2,11034,11095,12:04,12:53,2,"0.800,1.000,0.800",False,False,
222,5,14,1,265.6,449.0,426.2,11042,11103,13:07,13:55,2,"0.800,1.000,0.800",False,False,
223,5,14,1,467.4,669.0,426.2,,11111,14:02,14:58,2,"0.800,1.000,0.800",False,False,
224,5,15,2,302.3,357.5,462.3,3050,3105,13:17,13:29,1,"0.733,0.710,0.616",False,False,
225,5,15,2,485.6,559.1,462.3,11050,20171,14:09,14:26,2,"0.800,1.000,0.800",False,False,
